Date,portfolio_return,portfolio_value
2022-03-15,-0.0012063283683708377,19441.044224564506
2022-03-16,0.011295401416381032,19660.63862303458
2022-03-17,0.012681028647378443,19909.955744639035
2022-03-18,0.006022735893028248,20029.868149730875
2022-03-21,0.007494575709936549,20179.983513039082
2022-03-22,0.006422758286315143,20309.59466936516
2022-03-23,-0.0075735577543359755,20155.778781169567
2022-03-24,0.008534931530655954,20327.806973013896
2022-03-25,0.010718819210903514,20545.697060911778
2022-03-28,-0.0034887513379010366,20474.018232802413
2022-03-29,0.009585371677277368,20670.269307291175
2022-03-30,-0.0011704872367947403,20646.07502088588
2022-03-31,-0.015450696424817698,20327.078783374163
2022-04-01,0.009125178581372595,20512.567007310085
2022-04-04,0.010336067984168473,20724.586294427452
2022-04-05,-0.011938735031486273,20477.16095002111
2022-04-06,-0.0020879444971111257,20434.405774499053
2022-04-07,0.010677419294369838,20652.592492984673
2022-04-08,-0.006664212163080574,20514.95923489378
2022-04-11,-0.028596887006854057,19928.295263703305
2022-04-12,-0.004562659525781831,19837.36923748578
2022-04-13,0.01251411250209571,20085.616307869288
2022-04-14,-0.009090113403039312,19903.03577786082
2022-04-18,-0.0004971617597313029,19893.140749569502
2022-04-19,0.007474581376956558,20041.833648945412
2022-04-20,-0.010225493482100256,19836.896009598782
2022-04-21,-0.010623153000417183,19626.16562823545
2022-04-22,-0.021672490024036425,19200.817749447433
2022-04-25,0.008047791417340057,19355.341925737346
2022-04-26,-0.028711676788650744,18799.617604231757
2022-04-27,-0.0028900977380145625,18745.284871918226
2022-04-28,0.026027928435106887,19233.185805060206
2022-04-29,-0.03947753201762586,18473.907096639996
2022-05-02,0.009061117924485194,18641.301347368633
2022-05-03,0.006218710031420615,18757.22619505625
2022-05-04,0.02419734734403387,19211.101312508636
